ID,Message_Text,Type,Platform,Has_Link,Has_Urgency_Keywords,Sender,Message_Length,Num_Links,Suspicious_Keyword_Count
240,तपाईंको पासवर्ड सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Bank,77,1,0
241,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Colleague,47,0,0
242,Your package will arrive on Monday. Track here: http://trackingservice.com/track,Legit,Email,1,0,Friend,80,1,0
243,बधाई छ! तपाईंले account जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,81,1,4
244,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Colleague,47,0,0
245,Your account subscription is expiring. Renew now: http://fakebank.com/login,Phishing,Email,1,1,Service,75,1,1
246,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,Email,1,0,Colleague,31,0,0
247,Immediate action required! Verify your iPhone now: http://fakebank.com/login,Phishing,Email,1,1,Service,76,1,1
248,Your payment subscription is expiring. Renew now: http://fakebank.com/login,Phishing,Email,1,1,Bank,75,1,0
249,Congratulations! You won a payment. Claim here: http://bit.ly/secure123,Phishing,SMS,1,1,Service,71,1,1
250,Your package will arrive on next week. Track here: http://calendar.com/appointment,Legit,Email,1,0,Friend,82,1,0
251,Your account has been compromised. Click account to secure it.,Phishing,SMS,1,1,Service,62,0,3
252,तपाईंको account सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,77,1,1
253,Your account has been compromised. Click password to secure it.,Phishing,WhatsApp,1,1,Unknown,63,0,3
254,Congratulations! You won a iPhone. Claim here: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,72,1,1
255,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Friend,34,0,0
256,Reminder: Your appointment is scheduled for your package,Legit,WhatsApp,1,0,Service,56,0,0
257,भोलि सप्ताहन्त मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,0,0,Colleague,42,0,0
258,Immediate action required! Verify your iPhone now: http://fakebank.com/login,Phishing,Email,1,1,Unknown,76,1,1
259,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Friend,34,0,0
260,Meeting at 10 AM tomorrow. Don't be late.,Legit,SMS,1,0,Friend,41,0,0
261,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
262,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Service,47,0,0
263,तपाईंको iPhone सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,76,1,0
264,स्मरण: तपाईंको भेटघाट your package मा तय गरिएको छ।,Legit,Email,1,0,Colleague,50,0,0
265,Your iPhone subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Bank,72,1,0
266,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,Email,0,0,Friend,31,0,0
267,भोलि तपाईंको प्याकेज मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,1,0,Colleague,48,0,0
268,Your password subscription is expiring. Renew now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,76,1,3
269,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Colleague,34,0,0
270,तात्कालिक कार्य आवश्यक! आफ्नो पासवर्ड सत्यापित गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,81,1,1
271,तात्कालिक कार्य आवश्यक! आफ्नो पासवर्ड सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,83,1,1
272,"Hey, can we catch up this weekend?",Legit,Email,0,0,Service,34,0,0
273,Your package will arrive on 10 AM. Track here: http://calendar.com/appointment,Legit,Email,1,0,Friend,78,1,0
274,बधाई छ! तपाईंले password जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Service,82,1,2
275,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् account,Phishing,SMS,1,1,Service,67,0,1
276,स्मरण: तपाईंको भेटघाट तपाईंको प्याकेज मा तय गरिएको छ।,Legit,WhatsApp,1,0,Friend,53,0,0
277,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,0,0,Colleague,31,0,0
278,Meeting at भोलि tomorrow. Don't be late.,Legit,WhatsApp,1,0,Friend,40,0,0
279,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,SMS,0,0,Service,31,0,0
280,Immediate action required! Verify your पासवर्ड now: http://fakebank.com/login,Phishing,Email,1,1,Unknown,77,1,1
281,Happy Birthday! Wishing you a great year ahead.,Legit,Email,0,0,Friend,47,0,0
282,Reminder: Your appointment is scheduled for your package,Legit,Email,0,0,Service,56,0,0
283,Reminder: Your appointment is scheduled for भोलि,Legit,Email,0,0,Service,48,0,0
284,Immediate action required! Verify your खाता now: http://fakebank.com/login,Phishing,SMS,1,1,Bank,74,1,1
285,You received a payment of $पासवर्ड. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Service,81,1,3
286,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,Email,0,0,Service,51,0,0
287,"Hey, can we catch up this weekend?",Legit,Email,1,0,Service,34,0,0
288,"Hey, can we catch up this weekend?",Legit,Email,1,0,Colleague,34,0,0
289,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् भुक्तानी,Phishing,Email,1,1,Unknown,68,0,1
290,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Friend,51,0,0
291,Your package will arrive on भोलि. Track here: http://calendar.com/appointment,Legit,WhatsApp,1,0,Service,77,1,0
292,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,WhatsApp,1,0,Colleague,53,0,0
293,Reminder: Your appointment is scheduled for Monday,Legit,Email,1,0,Service,50,0,0
294,Your package will arrive on your package. Track here: http://calendar.com/appointment,Legit,WhatsApp,1,0,Colleague,85,1,0
295,Your package will arrive on your package. Track here: http://trackingservice.com/track,Legit,SMS,1,0,Service,86,1,0
296,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् भुक्तानी,Phishing,Email,1,1,Service,68,0,1
297,You received a payment of $खाता. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Bank,78,1,3
298,Congratulations! You won a पासवर्ड. Claim here: http://fakebank.com/login,Phishing,SMS,1,1,Bank,73,1,1
299,Your account has been compromised. Click password to secure it.,Phishing,Email,1,1,Service,63,0,3
300,Your खाता subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,Email,1,1,Bank,70,1,0
301,स्मरण: तपाईंको भेटघाट your package मा तय गरिएको छ।,Legit,Email,0,0,Colleague,50,0,0
302,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् account,Phishing,Email,1,1,Unknown,67,0,1
303,बधाई छ! तपाईंले payment जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Unknown,81,1,1
304,Your package will arrive on your package. Track here: http://trackingservice.com/track,Legit,SMS,1,0,Colleague,86,1,0
305,Congratulations! You won a account. Claim here: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,73,1,2
306,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,82,1,1
307,You received a payment of $iPhone. Click http://bit.ly/secure123 to accept it.,Phishing,Email,1,1,Bank,78,1,1
308,You received a payment of $password. Click http://bit.ly/secure123 to accept it.,Phishing,Email,1,1,Unknown,80,1,2
309,Your खाता subscription is expiring. Renew now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,72,1,2
310,Congratulations! You won a account. Claim here: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,73,1,2
311,Congratulations! You won a भुक्तानी. Claim here: http://fakebank.com/login,Phishing,Email,1,1,Unknown,74,1,2
312,तात्कालिक कार्य आवश्यक! आफ्नो password सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Service,84,1,2
313,Your package will arrive on 10 AM. Track here: ,Legit,SMS,0,0,Service,47,0,0
314,Your iPhone subscription is expiring. Renew now: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,74,1,0
315,Immediate action required! Verify your पासवर्ड now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Bank,75,1,1
316,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,Email,1,0,Colleague,51,0,0
317,Immediate action required! Verify your खाता now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,72,1,1
318,Your account has been compromised. Click iPhone to secure it.,Phishing,WhatsApp,1,1,Service,61,0,2
319,Your payment subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,Email,1,1,Bank,73,1,0
320,तपाईंको password सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,78,1,1
321,Congratulations! You won a iPhone. Claim here: http://claimprize.com/win,Phishing,SMS,1,1,Bank,72,1,3
322,"Hey, can we catch up this weekend?",Legit,Email,1,0,Service,34,0,0
323,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् पासवर्ड,Phishing,SMS,1,1,Unknown,67,0,0
324,भोलि Monday मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,1,0,Service,39,0,0
325,"Hey, can we catch up this weekend?",Legit,Email,1,0,Service,34,0,0
326,बधाई छ! तपाईंले payment जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://bit.ly/secure123,Phishing,Email,1,1,Bank,79,1,1
327,Your account subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,73,1,1
328,Your iPhone subscription is expiring. Renew now: http://fakebank.com/login,Phishing,Email,1,1,Bank,74,1,0
329,You received a payment of $password. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Bank,82,1,4
330,Reminder: Your appointment is scheduled for भोलि,Legit,WhatsApp,0,0,Service,48,0,0
331,तपाईंको account सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,79,1,3
332,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,SMS,1,0,Colleague,59,0,0
333,Immediate action required! Verify your पासवर्ड now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,77,1,3
334,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Friend,34,0,0
335,बधाई छ! तपाईंले iPhone जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://bit.ly/secure123,Phishing,Email,1,1,Service,78,1,1
336,भोलि Monday मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,1,0,Colleague,39,0,0
337,Immediate action required! Verify your payment now: http://bit.ly/secure123,Phishing,Email,1,1,Service,75,1,1
338,Your account has been compromised. Click iPhone to secure it.,Phishing,Email,1,1,Service,61,0,2
339,"Hey, can we catch up this weekend?",Legit,Email,1,0,Service,34,0,0
340,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,WhatsApp,1,0,Service,59,0,0
341,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,0,0,Friend,47,0,0
342,"Hey, can we catch up this weekend?",Legit,SMS,0,0,Service,34,0,0
343,Your account has been compromised. Click password to secure it.,Phishing,WhatsApp,1,1,Bank,63,0,3
344,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,SMS,1,0,Friend,51,0,0
345,Reminder: Your appointment is scheduled for next week,Legit,Email,0,0,Service,53,0,0
346,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,WhatsApp,1,0,Friend,59,0,0
347,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,1,0,Friend,47,0,0
